_id,chief_complaint_id,diagnosis_id,most_common,common_peds,life_or_limb_threatening
4070,12,1121,0,0,1
4071,12,1119,0,0,0
4072,25,1121,0,0,1
4073,25,1119,0,0,0
4074,35,1121,0,0,1
4075,35,1119,0,0,0
4076,196,1121,0,0,1
4077,196,1119,0,0,0
4080,42,1121,0,0,1
4081,42,1119,0,0,0
4082,42,1054,1,1,1
4083,42,140,0,0,0
4084,45,1121,0,0,1
4085,45,1119,0,0,0
4086,57,1121,0,0,1
4087,57,1119,0,0,0
4088,58,1119,0,0,0
4089,251,1121,0,0,1
4090,251,1119,0,0,0
4091,89,1121,0,0,1
4092,89,1119,0,0,0
4093,233,1121,0,0,1
4094,233,1119,0,0,0
4095,118,1121,0,0,1
4096,118,1119,0,0,0
4097,217,1121,0,0,1
4098,217,1119,0,0,0
4099,46,1124,1,1,0
4100,139,1124,1,1,0
4102,177,1119,0,0,0
4103,245,1119,0,0,0
4104,6,1119,0,0,0
4105,213,1119,0,0,0
4106,234,1121,0,0,1
4107,234,1119,0,0,0
4109,252,86,1,1,0
4111,252,1125,1,1,0
4112,252,681,1,1,1
4115,177,204,0,0,1
4117,104,1099,1,0,0
4120,13,1008,1,0,1
4121,239,1008,0,0,1
4123,21,88,1,0,0
4124,10,1129,0,1,1
4126,33,392,1,0,0
4127,254,501,1,1,0
4128,254,927,1,0,0
4130,254,658,1,0,0
4131,254,881,1,1,0
4132,254,910,0,1,0
4133,254,402,1,1,
4134,118,1132,0,0,0
4135,217,1132,0,0,0
4137,201,1133,0,0,0
4138,22,1134,0,0,0
4139,247,1134,0,0,0
4140,22,82,1,1,0
4141,255,488,1,0,1
4142,255,87,1,1,0
4143,255,528,0,0,1
4144,255,1134,0,0,0
4145,255,642,1,1,0
4146,255,213,1,0,0
4147,255,442,0,0,1
4148,255,544,0,0,0
4149,255,815,0,0,1
4150,255,146,1,1,1
4151,255,107,1,1,1
4152,255,873,0,0,1
4153,255,529,0,0,1
4154,255,274,1,1,1
4155,255,1135,1,0,0
4156,115,1136,0,0,0
4157,22,1136,0,0,0
4158,211,1040,0,0,0
4159,178,1141,0,0,0
4160,58,1145,1,0,0
4161,245,1145,1,0,0
4162,57,1145,1,0,0
4163,88,115,1,1,
4164,257,927,1,0,0
4165,257,1041,1,0,0
4166,257,704,1,1,0
4167,257,21,1,0,1
4168,257,28,1,1,0
4169,257,915,1,1,
4170,257,790,1,1,0
4171,257,506,1,0,0
4172,257,768,1,1,0
4173,257,16,0,1,0
4174,257,575,0,0,0
4176,258,1033,0,0,0
4177,258,763,1,0,0
4178,258,1145,1,0,0
4179,258,205,1,1,1
4180,258,706,0,0,0
4181,258,464,1,0,0
4182,258,377,1,0,0
4183,258,367,1,0,0
4184,258,28,1,1,0
4185,258,890,1,0,0
4186,259,879,1,1,0
4187,259,26,1,1,1
4188,259,527,0,0,1
4189,259,186,1,1,0
4190,259,98,0,0,
4191,179,1026,0,0,1
4193,12,1147,0,0,0
4194,243,1147,0,0,0
4195,191,1147,0,0,0
4196,57,1147,0,0,0
4197,242,1147,0,0,0
4198,35,1147,0,0,0
4199,148,1147,0,0,0
4200,7,1201,1,0,0
4201,17,309,1,0,0
4202,262,584,1,0,
4203,262,115,1,1,
4204,262,492,1,0,1
4205,262,471,0,0,0
4206,262,309,1,1,0
4207,262,261,0,0,
4208,262,1008,1,0,1
4209,262,59,1,0,1
4210,262,585,1,1,1
4211,262,583,0,0,1
4212,262,51,0,0,0
4213,262,1017,0,0,0
4215,262,426,1,1,0
4216,262,266,0,0,0
4217,262,265,1,0,
4218,262,790,0,1,0
4219,262,185,1,0,1
4220,262,65,1,1,0
4221,262,170,1,0,0
4222,262,158,0,0,1
4223,262,369,0,0,
4224,275,678,1,0,0
4225,275,350,1,0,0
4226,275,73,1,0,0
4227,275,532,1,0,0
4228,275,426,1,0,0
4229,275,793,1,0,0
4230,275,637,1,0,1
4231,275,171,0,0,0
4232,275,729,1,0,0
4233,275,513,0,0,0
4235,275,219,0,0,1
4236,275,557,0,0,0
4237,275,974,0,0,0
4238,275,680,0,0,0
4239,275,102,0,0,1
4240,275,241,0,0,0
4242,275,291,0,0,0
4243,275,539,0,0,0
4244,275,723,0,0,0
4245,275,1041,0,0,0
4246,275,546,0,0,1
4247,275,943,0,0,0
4248,275,721,0,0,1
4250,275,849,0,0,0
4251,263,930,1,0,0
4252,263,140,1,1,0
4253,263,1055,1,0,1
4254,263,896,1,0,0
4255,263,763,1,1,0
4256,263,893,0,0,1
4259,263,566,1,0,0
4260,263,294,0,0,
4266,264,306,1,0,1
4267,264,307,1,0,0
4268,264,165,1,0,
4269,264,308,1,1,0
4270,264,309,1,1,0
4271,264,310,0,0,1
4273,264,56,1,0,1
4274,264,401,1,0,0
4275,264,354,1,0,0
4277,264,939,0,0,0
4278,264,991,0,0,0
4279,264,557,0,0,0
4282,264,139,1,0,0
4283,264,197,0,0,1
4284,264,362,0,0,
4286,264,546,0,0,1
4288,264,975,0,0,0
4289,264,539,0,0,0
4290,264,545,0,0,0
4291,264,241,0,0,0
4292,264,179,0,0,1
4294,264,187,1,1,0
4295,264,1046,0,0,0
4296,264,51,0,0,0
4297,287,111,1,0,0
4298,287,289,1,0,0
4299,287,109,1,0,0
4300,287,453,1,0,
4301,287,684,1,0,0
4302,287,431,0,0,0
4303,287,108,0,0,0
4304,287,339,0,0,
4305,287,140,0,0,0
4306,287,191,0,0,0
4307,287,930,0,0,0
4308,1,56,,,1
4310,1,115,,,
4311,1,140,,,0
4312,1,179,,,1
4313,1,195,,,0
4314,1,221,,,1
4315,1,241,,,0
4316,1,262,,,0
4317,1,265,,,
4318,1,349,,,0
4319,1,388,,,0
4320,1,426,,,0
4321,1,539,,,0
4322,1,547,,,1
4324,1,585,,,1
4325,1,589,,,0
4326,1,637,,,1
4327,1,698,,,0
4328,1,789,,,1
4329,1,793,,,0
4330,1,939,,,0
4331,1,975,,,0
4332,1,991,,,0
4333,1,1046,,,0
4334,2,3,,,1
4335,2,25,,,0
4336,2,26,,,1
4337,2,77,,,
4338,2,149,,,0
4339,2,154,,,0
4340,2,163,,,1
4341,2,165,,,
4342,2,191,,,0
4343,2,242,,,0
4344,2,291,,,0
4345,2,308,,,0
4346,2,309,,,0
4347,2,349,,,0
4348,2,426,,,0
4349,2,470,,,
4350,2,482,,,
4351,2,547,,,1
4352,2,578,,,1
4353,2,637,,,1
4354,2,696,,,0
4355,2,781,,,0
4356,2,805,,,0
4357,2,875,,,1
4358,2,939,,,0
4360,4,172,,,1
4361,4,212,,,1
4362,4,306,,,1
4363,4,445,,,1
4364,4,452,,,0
4365,4,502,,,0
4366,4,546,,,1
4367,4,574,,,
4368,4,601,,,
4369,4,677,,,1
4370,5,19,,,0
4371,5,25,,,0
4372,5,51,,,0
4373,5,59,,,1
4374,5,101,,,0
4375,5,225,,,1
4377,5,369,,,
4379,5,445,,,1
4380,5,502,,,0
4381,5,569,,,0
4382,5,601,,,
4383,5,676,,,0
4384,5,677,,,1
4385,5,878,,,
4386,5,1034,,,1
4387,5,1151,,,0
4388,6,4,,,0
4389,6,13,,,0
4390,6,18,,,0
4391,6,61,,,0
4392,6,67,,,1
4393,6,120,,,1
4394,6,121,,,0
4395,6,133,,,0
4396,6,151,,,0
4397,6,153,,,0
4398,6,171,,,0
4399,6,203,,,0
4400,6,220,,,0
4401,6,244,,,0
4402,6,269,,,0
4403,6,291,,,0
4404,6,360,,,0
4405,6,414,,,0
4406,6,426,,,0
4408,6,566,,,0
4409,6,639,,,0
4410,6,667,,,
4411,6,684,,,0
4412,6,700,,,1
4413,6,703,,,1
4414,6,740,,,0
4415,6,751,,,0
4416,6,752,,,0
4417,6,789,,,1
4418,6,834,,,0
4419,6,862,,,0
4420,6,946,,,0
4421,6,1014,,,0
4422,6,1016,,,0
4423,6,1054,,,1
4424,6,1106,,,0
4425,6,1138,,,0
4426,7,56,,,1
4427,7,61,,,0
4428,7,65,,,0
4429,7,73,,,0
4430,7,77,,,
4431,7,115,,,
4432,7,140,,,0
4433,7,163,,,1
4434,7,165,,,
4435,7,171,,,0
4436,7,179,,,1
4437,7,191,,,0
4438,7,195,,,0
4439,7,197,,,1
4440,7,291,,,0
4441,7,302,,,0
4442,7,307,,,0
4443,7,426,,,0
4444,7,440,,,0
4445,7,483,,,0
4446,7,534,,,1
4447,7,539,,,0
4448,7,547,,,1
4449,7,565,,,0
4450,7,584,,,
4451,7,585,,,1
4452,7,599,,,
4453,7,600,,,
4454,7,617,,,1
4455,7,662,,,0
4456,7,665,,,
4457,7,667,,,
4458,7,680,,,0
4459,7,698,,,0
4460,7,703,,,1
4461,7,720,,,1
4462,7,757,,,0
4463,7,789,,,1
4464,7,805,,,0
4465,7,849,,,0
4466,7,852,,,0
4467,7,934,,,0
4469,7,1138,,,0
4470,9,25,,,0
4471,9,257,,,0
4472,9,265,,,
4473,9,308,,,0
4474,9,309,,,0
4475,9,310,,,1
4476,9,354,,,0
4477,9,446,,,0
4479,9,758,,,1
4480,9,829,,,1
4481,11,4,,,0
4482,11,133,,,0
4483,11,195,,,0
4484,11,426,,,0
4485,11,443,,,0
4486,11,466,,,0
4487,11,539,,,0
4488,11,585,,,1
4489,11,698,,,0
4490,11,703,,,1
4491,11,793,,,0
4492,11,852,,,0
4493,11,1057,,,0
4494,11,1061,,,1
4495,13,4,,,0
4496,13,25,,,0
4497,13,26,,,1
4498,13,51,,,0
4499,13,59,,,1
4500,13,65,,,0
4501,13,115,,,
4502,13,165,,,
4503,13,185,,,1
4504,13,191,,,0
4505,13,266,,,0
4506,13,307,,,0
4507,13,426,,,0
4509,13,618,,,0
4510,13,729,,,0
4511,13,732,,,
4512,13,790,,,0
4513,13,811,,,0
4514,13,834,,,0
4515,13,997,,,0
4516,13,1151,,,0
4517,14,56,,,1
4518,14,69,,,1
4519,14,308,,,0
4520,14,413,,,0
4521,14,637,,,1
4522,14,768,,,0
4523,15,19,,,0
4524,15,20,,,0
4525,15,25,,,0
4526,15,30,,,1
4527,15,51,,,0
4528,15,91,,,1
4529,15,93,,,0
4530,15,99,,,1
4531,15,143,,,0
4532,15,175,,,1
4533,15,212,,,1
4534,15,227,,,
4535,15,445,,,1
4536,15,452,,,0
4537,15,464,,,0
4538,15,483,,,0
4539,15,502,,,0
4540,15,520,,,0
4541,15,548,,,
4542,15,569,,,0
4543,15,574,,,
4544,15,595,,,
4545,15,600,,,
4546,15,601,,,
4547,15,676,,,0
4548,15,677,,,1
4549,15,732,,,
4550,15,878,,,
4551,15,1026,,,1
4552,15,1034,,,1
4553,15,1151,,,0
4554,16,56,,,1
4556,16,187,,,0
4557,16,290,,,0
4558,16,644,,,1
4559,16,646,,,0
4560,16,647,,,0
4561,16,653,,,0
4562,16,1034,,,1
4563,17,27,,,0
4564,17,65,,,0
4565,17,265,,,
4566,17,572,,,
4567,17,594,,,0
4568,17,657,,,1
4569,17,716,,,0
4570,17,768,,,0
4571,17,783,,,0
4572,17,790,,,0
4573,17,822,,,0
4574,17,915,,,
4575,19,19,,,0
4576,19,25,,,0
4577,19,51,,,0
4578,19,90,,,0
4579,19,171,,,0
4580,19,175,,,1
4581,19,227,,,
4582,19,277,,,0
4583,19,464,,,0
4584,19,502,,,0
4585,19,520,,,0
4586,19,548,,,
4587,19,569,,,0
4588,19,574,,,
4589,19,601,,,
4590,19,676,,,0
4591,19,677,,,1
4592,19,732,,,
4593,19,878,,,
4594,19,1041,,,0
4595,19,1151,,,0
4597,20,179,,,1
4598,20,180,,,1
4599,20,308,,,0
4600,20,310,,,1
4601,20,317,,,0
4603,20,644,,,1
4604,20,697,,,1
4605,20,822,,,0
4606,20,875,,,1
4607,20,1034,,,1
4608,21,12,,,0
4609,21,19,,,0
4610,21,25,,,0
4611,21,26,,,1
4612,21,33,,,1
4613,21,39,,,0
4614,21,51,,,0
4615,21,107,,,1
4616,21,109,,,0
4617,21,130,,,1
4618,21,170,,,0
4619,21,184,,,0
4620,21,227,,,
4621,21,308,,,0
4622,21,329,,,1
4623,21,335,,,
4624,21,365,,,1
4625,21,372,,,1
4626,21,395,,,1
4627,21,409,,,
4628,21,445,,,1
4629,21,461,,,0
4630,21,462,,,1
4631,21,469,,,0
4632,21,585,,,1
4633,21,593,,,0
4634,21,597,,,0
4635,21,600,,,
4636,21,601,,,
4637,21,617,,,1
4638,21,652,,,1
4639,21,653,,,0
4640,21,687,,,1
4641,21,704,,,0
4642,21,715,,,1
4643,21,732,,,
4644,21,790,,,0
4645,21,811,,,0
4646,21,816,,,0
4647,21,818,,,0
4648,21,822,,,0
4649,21,838,,,1
4650,21,848,,,1
4651,21,867,,,0
4652,21,874,,,1
4653,21,875,,,1
4654,21,921,,,1
4655,21,923,,,1
4656,21,987,,,0
4657,21,1007,,,0
4658,21,1008,,,1
4659,21,1025,,,0
4660,21,1034,,,1
4661,23,4,,,0
4662,23,140,,,0
4663,23,188,,,0
4664,23,191,,,0
4665,23,232,,,0
4666,23,233,,,0
4667,23,344,,,1
4668,23,409,,,
4669,23,461,,,0
4670,23,553,,,0
4671,23,704,,,0
4672,23,915,,,
4673,23,1144,,,
4674,24,12,,,0
4675,24,27,,,0
4676,24,138,,,0
4677,24,140,,,0
4678,24,188,,,0
4679,24,191,,,0
4680,24,209,,,0
4681,24,210,,,0
4682,24,232,,,0
4683,24,233,,,0
4684,24,244,,,0
4685,24,332,,,0
4686,24,344,,,1
4687,24,409,,,
4688,24,443,,,0
4689,24,474,,,0
4690,24,506,,,0
4691,24,562,,,0
4692,24,684,,,0
4693,24,704,,,0
4694,24,750,,,0
4695,24,768,,,0
4696,24,790,,,0
4697,24,818,,,0
4698,24,822,,,0
4699,24,877,,,0
4700,24,930,,,0
4701,24,1144,,,
4702,25,62,,,0
4703,25,133,,,0
4704,25,151,,,0
4705,25,203,,,0
4706,25,269,,,0
4707,25,291,,,0
4708,25,360,,,0
4709,25,426,,,0
4710,25,441,,,0
4711,25,565,,,0
4712,25,662,,,0
4713,25,667,,,
4714,25,752,,,0
4715,25,946,,,0
4716,25,1106,,,0
4717,28,25,,,0
4718,28,26,,,1
4719,28,39,,,0
4720,28,51,,,0
4721,28,67,,,1
4722,28,105,,,1
4723,28,175,,,1
4724,28,184,,,0
4725,28,215,,,1
4726,28,227,,,
4727,28,335,,,
4728,28,391,,,1
4729,28,468,,,1
4730,28,502,,,0
4731,28,687,,,1
4732,28,715,,,1
4733,28,814,,,1
4734,28,867,,,0
4735,28,982,,,1
4736,28,1018,,,0
4737,28,1019,,,0
4738,28,1020,,,0
4739,29,69,,,1
4740,29,115,,,
4741,29,186,,,0
4742,29,308,,,0
4743,29,442,,,1
4744,29,453,,,
4745,29,637,,,1
4746,29,687,,,1
4747,29,768,,,0
4748,29,822,,,0
4749,29,852,,,0
4751,29,1050,,,0
4752,29,1055,,,1
4753,32,56,,,1
4754,32,73,,,0
4755,32,291,,,0
4756,32,406,,,0
4757,32,492,,,1
4758,32,584,,,
4759,32,585,,,1
4760,32,589,,,0
4761,32,654,,,1
4762,32,655,,,1
4763,32,656,,,1
4764,32,665,,,
4765,32,698,,,0
4766,32,729,,,0
4767,32,1059,,,1
4768,36,11,,,1
4769,36,114,,,0
4770,36,187,,,0
4771,36,188,,,0
4772,36,307,,,0
4773,36,309,,,0
4774,36,446,,,0
4775,36,525,,,0
4776,36,572,,,
4777,36,694,,,0
4778,36,771,,,0
4779,36,822,,,0
4780,36,885,,,1
4781,36,896,,,0
4782,36,920,,,0
4783,36,967,,,0
4784,36,1064,,,
4785,37,56,,,1
4786,37,62,,,0
4787,37,63,,,0
4788,37,73,,,0
4789,37,96,,,0
4791,37,121,,,0
4792,37,140,,,0
4793,37,171,,,0
4794,37,179,,,1
4795,37,187,,,0
4796,37,191,,,0
4797,37,219,,,1
4798,37,269,,,0
4799,37,290,,,0
4800,37,291,,,0
4801,37,308,,,0
4802,37,350,,,0
4803,37,356,,,1
4804,37,532,,,0
4805,37,539,,,0
4806,37,557,,,0
4807,37,589,,,0
4808,37,637,,,1
4809,37,678,,,0
4810,37,689,,,1
4811,37,698,,,0
4812,37,729,,,0
4813,37,792,,,0
4814,37,793,,,0
4815,37,795,,,0
4816,37,934,,,0
4817,37,958,,,1
4819,37,1041,,,0
4820,37,1095,,,0
4821,37,1106,,,0
4822,38,19,,,0
4823,38,25,,,0
4824,38,51,,,0
4825,38,175,,,1
4826,38,212,,,1
4827,38,227,,,
4828,38,445,,,1
4829,38,595,,,
4830,38,601,,,
4831,38,676,,,0
4832,38,1112,,,1
4833,39,4,,,0
4834,39,120,,,1
4835,39,171,,,0
4836,39,203,,,0
4837,39,246,,,1
4838,39,269,,,0
4839,39,291,,,0
4840,39,293,,,0
4841,39,294,,,
4842,39,302,,,0
4843,39,325,,,0
4844,39,414,,,0
4845,39,426,,,0
4846,39,443,,,0
4847,39,449,,,
4848,39,510,,,1
4849,39,552,,,0
4850,39,565,,,0
4851,39,566,,,0
4852,39,662,,,0
4853,39,698,,,0
4854,39,729,,,0
4855,39,863,,,1
4856,39,882,,,
4857,39,890,,,0
4858,39,934,,,0
4859,39,946,,,0
4860,39,986,,,1
4861,39,1013,,,0
4862,39,1053,,,1
4863,39,1054,,,1
4864,39,1055,,,1
4865,39,1079,,,
4866,39,1106,,,0
4867,39,1138,,,0
4868,41,4,,,0
4869,41,25,,,0
4870,41,27,,,0
4871,41,33,,,1
4872,41,51,,,0
4873,41,87,,,0
4874,41,93,,,0
4875,41,107,,,1
4876,41,138,,,0
4877,41,184,,,0
4878,41,191,,,0
4879,41,209,,,0
4880,41,212,,,1
4881,41,227,,,
4882,41,239,,,1
4883,41,266,,,0
4884,41,350,,,0
4885,41,364,,,0
4886,41,365,,,1
4887,41,387,,,0
4888,41,395,,,1
4889,41,442,,,1
4890,41,445,,,1
4891,41,505,,,0
4893,41,528,,,1
4894,41,535,,,0
4895,41,572,,,
4896,41,593,,,0
4897,41,596,,,1
4898,41,600,,,
4899,41,626,,,
4900,41,672,,,
4901,41,732,,,
4902,41,750,,,0
4903,41,768,,,0
4904,41,782,,,0
4905,41,822,,,0
4906,41,834,,,0
4907,41,848,,,1
4908,41,1080,,,0
4909,41,1155,,,0
4910,49,20,,,0
4911,49,152,,,1
4912,49,187,,,0
4913,49,214,,,0
4914,49,513,,,0
4915,49,637,,,1
4916,49,1034,,,1
4917,51,19,,,0
4918,51,23,,,1
4919,51,25,,,0
4920,51,51,,,0
4921,51,227,,,
4923,51,445,,,1
4924,51,469,,,0
4925,51,502,,,0
4926,51,569,,,0
4927,51,595,,,
4928,51,676,,,0
4929,51,677,,,1
4930,51,732,,,
4931,51,878,,,
4932,51,1034,,,1
4933,51,1151,,,0
4934,52,77,,,
4935,52,127,,,0
4936,52,140,,,0
4937,52,188,,,0
4938,52,227,,,
4939,52,347,,,0
4940,52,425,,,0
4941,52,441,,,0
4942,52,577,,,0
4943,52,652,,,1
4944,52,684,,,0
4945,52,696,,,0
4946,52,719,,,0
4947,52,805,,,0
4948,52,877,,,0
4949,52,890,,,0
4950,52,967,,,0
4951,52,1043,,,0
4952,54,1,,,1
4953,54,56,,,1
4954,54,73,,,0
4955,54,163,,,1
4956,54,165,,,
4957,54,179,,,1
4958,54,197,,,1
4959,54,291,,,0
4960,54,492,,,1
4961,54,584,,,
4962,54,585,,,1
4963,54,659,,,1
4964,54,665,,,
4965,54,698,,,0
4966,54,729,,,0
4967,54,788,,,0
4968,54,793,1,0,0
4969,54,1059,,,1
4970,57,4,,,0
4971,57,8,,,0
4972,57,61,,,0
4973,57,62,,,0
4974,57,63,,,0
4975,57,73,,,0
4976,57,78,,,
4977,57,121,,,0
4978,57,291,,,0
4979,57,356,,,1
4980,57,407,,,0
4981,57,418,,,
4982,57,419,,,
4983,57,426,,,0
4984,57,441,,,0
4985,57,463,,,0
4986,57,466,,,0
4987,57,483,,,0
4988,57,534,,,1
4989,57,566,,,0
4990,57,658,,,0
4991,57,661,,,1
4992,57,703,,,1
4993,57,751,,,0
4994,57,934,,,0
4995,57,947,,,0
4996,57,948,,,0
4997,57,974,,,0
4998,57,1055,,,1
4999,57,1084,,,0
5000,57,1106,,,0
5001,57,1138,,,0
5002,57,1154,,,0
5003,66,51,,,0
5004,66,74,,,1
5005,66,139,,,0
5006,66,187,,,0
5007,66,214,,,0
5008,66,265,,,
5009,66,306,,,1
5010,66,309,,,0
5011,66,329,,,1
5012,66,362,,,
5013,66,401,,,0
5014,66,445,,,1
5016,66,548,,,
5017,66,592,,,
5018,66,599,,,
5019,66,601,,,
5020,66,687,,,1
5021,66,788,,,0
5022,66,789,,,1
5023,66,793,,,0
5024,66,816,,,0
5025,66,822,,,0
5026,66,955,,,0
5027,66,987,,,0
5028,66,1008,,,1
5029,66,1034,,,1
5030,67,4,,,0
5031,67,18,,,0
5032,67,42,,,0
5033,67,61,,,0
5034,67,73,,,0
5035,67,140,,,0
5036,67,151,,,0
5037,67,191,,,0
5038,67,244,,,0
5039,67,265,,,
5040,67,291,,,0
5041,67,320,,,0
5042,67,329,,,1
5043,67,426,,,0
5044,67,462,,,1
5045,67,469,,,0
5046,67,509,,,1
5047,67,532,,,0
5048,67,565,,,0
5049,67,660,,,1
5050,67,667,,,
5051,67,698,,,0
5052,67,720,,,1
5053,67,721,,,1
5054,67,729,,,0
5055,67,934,,,0
5056,67,1155,,,0
5057,70,51,,,0
5058,70,212,,,1
5059,70,214,,,0
5062,70,600,,,
5063,70,732,,,
5064,70,1034,,,1
5065,70,1041,,,0
5066,70,1145,,,0
5067,72,77,,,
5068,72,127,,,0
5069,72,160,,,0
5070,72,313,,,0
5071,72,514,,,0
5072,72,696,,,0
5073,72,805,,,0
5074,72,967,,,0
5076,75,79,,,
5077,75,792,,,0
5078,81,4,,,0
5079,81,77,,,
5080,81,149,,,0
5081,81,189,,,0
5082,81,313,,,0
5083,81,336,,,
5084,81,345,,,0
5085,81,351,,,0
5086,81,425,,,0
5087,81,442,,,1
5088,81,443,,,0
5089,81,453,,,
5090,81,684,,,0
5091,81,698,,,0
5092,81,719,,,0
5093,81,763,,,0
5094,81,805,,,0
5095,81,810,,,0
5096,81,822,,,0
5097,81,876,,,1
5098,81,883,,,0
5099,81,893,,,1
5100,81,916,,,0
5101,81,917,,,0
5102,81,920,,,0
5103,81,930,,,0
5104,81,940,,,0
5105,81,960,,,0
5106,81,967,,,0
5107,81,997,,,0
5108,81,1001,,,1
5109,81,1033,,,0
5110,81,1034,,,1
5111,81,1037,,,0
5112,81,1057,,,0
5113,81,1145,,,0
5114,88,26,,,1
5115,88,39,,,0
5116,88,51,,,0
5117,88,59,,,1
5118,88,67,,,1
5119,88,105,,,1
5120,88,130,,,1
5121,88,335,,,
5122,88,368,,,1
5123,88,369,,,
5124,88,378,,,1
5125,88,387,,,0
5126,88,471,,,0
5127,88,548,,,
5128,88,572,,,
5129,88,653,,,0
5130,88,687,,,1
5131,88,704,,,0
5132,88,732,,,
5133,88,768,,,0
5134,88,789,,,1
5135,88,790,,,0
5136,88,822,,,0
5137,88,927,,,0
5138,88,958,,,1
5139,88,973,,,1
5140,88,993,,,0
5141,88,997,,,0
5142,88,1008,,,1
5143,88,1041,,,0
5144,88,1050,,,0
5145,88,1111,,,1
5146,93,27,,,0
5147,93,54,,,0
5148,93,115,,,
5149,93,119,,,
5150,93,127,,,0
5151,93,209,,,0
5152,93,244,,,0
5153,93,265,,,
5154,93,309,,,0
5155,93,352,,,0
5156,93,412,,,0
5157,93,413,,,0
5158,93,474,,,0
5159,93,525,,,0
5160,93,536,,,0
5161,93,568,,,1
5162,93,704,,,0
5163,93,822,,,0
5164,93,915,,,
5165,96,19,,,0
5166,96,25,,,0
5167,96,33,,,1
5168,96,51,,,0
5169,96,93,,,0
5170,96,212,,,1
5171,96,225,,,1
5172,96,227,,,
5173,96,444,,,
5174,96,676,,,0
5175,96,732,,,
5176,96,878,,,
5177,96,1034,,,1
5178,108,149,,,0
5179,108,313,,,0
5180,108,696,,,0
5181,108,793,,,0
5182,108,797,,,0
5183,108,801,,,0
5184,108,805,,,0
5185,113,11,,,1
5186,113,25,,,0
5187,113,51,,,0
5188,113,56,,,1
5189,113,76,,,0
5190,113,162,,,1
5191,113,163,,,1
5192,113,197,,,1
5193,113,227,,,
5194,113,241,,,0
5195,113,259,,,0
5196,113,265,,,
5197,113,307,,,0
5198,113,309,,,0
5199,113,310,,,1
5200,113,329,,,1
5201,113,362,,,
5202,113,387,,,0
5203,113,513,,,0
5205,113,550,,,1
5206,113,572,,,
5207,113,592,,,
5208,113,593,,,0
5209,113,601,,,
5210,113,637,,,1
5211,113,653,,,0
5212,113,768,,,0
5213,113,788,,,0
5214,113,793,,,0
5215,113,816,,,0
5216,113,822,,,0
5217,113,987,,,0
5218,113,1034,,,1
5219,113,1112,,,1
5220,120,27,,,0
5221,120,54,,,0
5222,120,115,,,
5223,120,119,,,
5224,120,127,,,0
5225,120,209,,,0
5226,120,244,,,0
5227,120,265,,,
5228,120,309,,,0
5229,120,352,,,0
5230,120,387,,,0
5231,120,412,,,0
5232,120,413,,,0
5233,120,437,,,1
5234,120,474,,,0
5235,120,525,,,0
5236,120,536,,,0
5237,120,568,,,1
5238,120,704,,,0
5239,120,822,,,0
5240,120,915,,,
5241,121,25,,,0
5242,121,51,,,0
5243,121,184,,,0
5244,121,239,,,1
5245,121,246,,,1
5246,121,329,,,1
5247,121,371,,,0
5248,121,462,,,1
5249,121,548,,,
5250,121,565,,,0
5251,121,601,,,
5252,121,658,,,0
5253,121,677,,,1
5254,121,693,,,0
5255,121,737,,,
5256,121,749,,,1
5257,121,848,,,1
5258,121,934,,,0
5259,121,938,,,0
5260,121,994,,,1
5261,121,1034,,,1
5262,218,74,,,1
5263,218,179,,,1
5264,218,306,,,1
5265,218,307,,,0
5266,218,308,,,0
5267,218,394,,,1
5268,218,401,,,0
5269,236,83,,,1
5270,236,147,,,1
5271,236,550,,,1
5272,236,560,,,0
5273,236,572,,,
5274,236,594,,,0
5275,236,822,,,0
5276,236,915,,,
5277,238,4,,,0
5278,238,26,,,1
5279,238,36,,,0
5280,238,44,,,
5281,238,66,1,1,0
5282,238,77,,,
5283,238,81,,,0
5284,238,124,,,0
5285,238,127,,,0
5286,238,140,,,0
5287,238,188,,,0
5288,238,189,1,1,0
5289,238,227,,,
5290,238,244,,,0
5291,238,313,,,0
5292,238,314,,,0
5293,238,336,,,
5294,238,351,,,0
5295,238,431,1,0,0
5296,238,441,,,0
5297,238,443,,,0
5298,238,453,,,
5299,238,466,,,0
5300,238,535,,,0
5301,238,560,,,0
5302,238,577,,,0
5303,238,643,,,0
5304,238,647,,,0
5305,238,684,,,0
5306,238,719,1,1,0
5307,238,763,1,1,0
5308,238,766,,,0
5309,238,796,1,1,0
5310,238,805,,,0
5311,238,827,,,0
5312,238,849,,,0
5313,238,877,,,0
5314,238,890,1,0,0
5315,238,893,,,1
5316,238,896,,,0
5317,238,900,,,0
5318,238,901,,,0
5319,238,909,,,0
5320,238,917,1,1,0
5321,238,930,,,0
5322,238,931,,,0
5323,238,940,1,1,0
5324,238,977,1,1,0
5325,238,997,,,0
5326,238,1037,,,0
5327,238,1054,,,1
5328,238,1057,,,0
5329,238,1068,,,0
5330,238,1145,,,0
5331,238,1154,,,0
5332,262,4,,,0
5333,262,52,,,0
5334,262,67,,,1
5335,262,105,,,1
5336,262,109,,,0
5337,262,130,,,1
5338,262,140,,,0
5340,262,163,1,0,1
5341,262,164,,,1
5342,262,165,,,
5343,262,175,,,1
5344,262,191,0,1,0
5345,262,194,,,1
5346,262,221,,,1
5347,262,224,,,1
5348,262,227,,,
5349,262,238,,,1
5350,262,256,,,0
5351,262,259,0,1,0
5352,262,260,,,1
5353,262,291,,,0
5354,262,310,,,1
5355,262,354,1,0,0
